Corpus,Order_No,MDL_No,Docket_No,Date,Judge,Judge_Type,Contested,OU_Create,OU_Terminate,OU_Functions,OU_Duties_to_Nonclients,OU_Plaintiff,OU_Defendant,Order_Types,Appointments_Count,Applications_Solicited,Resolve_Rule_23,IRPA_Duties_to_Clients,Limit_Nonleader_Practice,Rule_23,MCL,MDL Type,Notes,Needs_Motion_Reading,Needs_Signature_Check,Possible_Duplicate,Source_File,Provenance
new,,1657,,2005-05-16,EEF,DJ,False,1,0,True,False,,,Coordination,9,False,False,False,False,False,False,,Pretrial Order #10 appoints a State Liaison Committee to facilitate coordination of MDL 1657 with state Vioxx cases.,False,False,,1657-Vioxx/vioxxpto10.pdf,extracted
new,,1657,,2005-02-28,EEF,DJ,True,1,0,True,True,True,False,Communications,1,False,False,False,False,False,False,,Pretrial Order #2 appoints Plaintiffs' Liaison Counsel; the order states counsel presented recommendations and the Court considered multiple candidates.,False,False,,1657-Vioxx/vioxxpto2.pdf,extracted
new,,1657,,2005-03-14,EEF,DJ,False,0,0,True,True,True,True,Communications,2,False,False,False,False,False,False,,,False,False,,1657-Vioxx/vioxxpto5A.pdf,extracted
new,,1657,,2005-03-08,EEF,DJ,False,0,0,True,True,True,True,Communications,2,False,False,False,False,False,False,,"Pretrial Order #5 appoints liaison counsel for plaintiffs and defendants and amends service and docketing procedures. Magistrate Judge Knowles appears in the caption, but the order is signed only by District Judge Fallon.",False,False,,1657-Vioxx/vioxxpto5.pdf,extracted
new,,1657,,2009-07-09,EF,DJ,False,3,0,True,False,True,False,LeadCounsel; Management; Communications,15,False,False,False,False,False,False,,,False,False,,1657-Vioxx/PTO44.pdf,extracted
new,1658-229,1658,229,2009-02-11,SRC,DJ,False,1,0,False,False,True,False,ClassCounsel; Management; Communications,5,False,True,False,False,True,False,,,False,False,,"1658 IN RE Merck Co., Inc., Securities, Derivative & ERISA Litigation/US_DIS_NJD_2_05cv1151_229_ORDER Re_ class certification_ etc. Signed by Judg_229_0.pdf",extracted
new,1658-187,1658,187,2007-01-26,SRC,DJ,True,0,0,True,False,True,False,LeadCounsel,4,False,False,False,False,True,False,,,False,False,,"1658 IN RE Merck Co., Inc., Securities, Derivative & ERISA Litigation/US_DIS_NJD_2_05cv1151_187_STIPULATION_ORDER resolving the Motion of the Publ_187_0.pdf",extracted
new,,1657,,2005-04-08,EEF,DJ,False,0,0,True,True,False,True,LeadCounsel; Management; Communications,6,False,False,False,False,False,False,,,False,False,,1657-Vioxx/vioxxpto7.pdf,extracted
new,1671-100,1671,100,2007-03-27,CAS,DJ,False,0,0,False,False,True,False,ClassCounsel; Communications,5,False,False,False,False,False,False,,"Order modifies paragraph 12 of the August 11, 2005 Pre-Trial Order; defendants stated they had no objection to the proposed arrangement.",False,False,,1671 IN RE Reformulated Gasoline (RFG) Antitrust & Patent Litigation/US_DIS_CACD_2_05ml1671_100_STIPULATION AND ORDER APPOINTING CLASS CO-LEAD AND_100_0.pdf,extracted
new,1658-33,1658,33,2005-04-08,SRC,DJ,True,0,0,True,True,True,False,LeadCounsel,2,False,False,,True,False,False,Securities; Derivative; ERISA,Order confirms prior appointment of plaintiffs' co-lead counsel after competing lead-plaintiff/lead-counsel motions and objections/motions were presented and denied or denied as moot.,False,False,,"1658 IN RE Merck Co., Inc., Securities, Derivative & ERISA Litigation/US_DIS_NJD_2_05cv1151_33_ORDER confirming appointmnet of RICHARD REYNOLDS, _33_0.pdf",extracted
new,1682-310,1682,310,2007-03-12,SD,DJ,False,0,0,False,False,True,False,ClassCounsel,2,False,False,False,False,False,False,,,False,False,,1682 IN RE Hydrogen Peroxide Antitrust Litigation/1682_doc310.pdf,extracted
new,1682-539,1682,539,2008-12-22,SD,DJ,False,0,0,False,False,True,False,LeadCounsel; ClassCounsel,1,False,False,False,False,False,False,,Order amends prior appointment orders only to update Michael D. Hausfeld's law-firm affiliation; response indicated no opposition.,False,False,,1682 IN RE Hydrogen Peroxide Antitrust Litigation/1682_doc539.pdf,extracted
new,1674-435,1674,435,2008-08-15,GLL,DJ,False,0,0,False,False,True,False,ClassCounsel,2,False,True,False,False,True,False,,,False,False,shares date+title with 1 other order(s),1674 IN RE Community Bank of Northern Virginia Mortgage Lending Practices Litigation/US_DIS_PAWD_2_03cv425_435_ORDER approving Class Action Certification and Set_435_0.pdf,extracted
new,1674-776,1674,776,2016-12-13,AJS,DJ,False,0,0,True,True,True,False,ClassCounsel; Settlement; Fees,7,False,True,False,False,True,False,,,False,True,shares date+title with 1 other order(s),1674 IN RE Community Bank of Northern Virginia Mortgage Lending Practices Litigation/US_DIS_PAWD_2_03cv425_776_FINAL ORDER PURSUANT TO FED. R. CIV. P. 23 GRANTIN_776_0.pdf,extracted
new,1675-38,1675,38,2009-03-05,TJS,DJ,False,1,0,True,True,True,False,ClassCounsel,1,False,True,False,False,True,False,,,False,False,,1675 IN RE ACE Limited Securities Litigation/US_DIS_PAED_2_05md1675_38_ORDER THAT PLAINTIFFS_ MOTION FOR PRELIMINARY APPR_38_0.pdf,extracted
new,1682-97,1682,97,2005-10-13,SD,DJ,False,2,0,True,True,True,False,LeadCounsel,3,False,False,True,True,False,False,,,False,False,,1682 IN RE Hydrogen Peroxide Antitrust Litigation/1682_doc97.pdf,extracted
new,1674-285,1674,285,2008-01-25,GLL,DJ,True,1,0,True,True,True,False,ClassCounsel,4,False,True,False,False,True,True,,Objectors challenged adequacy of Class Plaintiffs and class counsel; the court denied the renewed motion to intervene and appointed/designated class counsel.,False,False,shares date+title with 1 other order(s),1674 IN RE Community Bank of Northern Virginia Mortgage Lending Practices Litigation/US_DIS_PAWD_2_03cv425_285_MEMORANDUM and ORDER granting in part and denying _285_0.pdf,extracted
new,1658-781,1658,781,2016-02-11,SRC,DJ,False,1,0,True,True,True,False,LeadCounsel; ClassCounsel; Settlement; SettlementAdministration,4,False,True,False,False,True,False,,Preliminary settlement approval order certifies a Settlement Class and appoints Co-Lead Counsel as Class Counsel for settlement purposes. Claims Administrator and Special Master references are excluded as non-attorney/non-leadership roles.,False,False,,"1658 IN RE Merck Co., Inc., Securities, Derivative & ERISA Litigation/US_DIS_NJD_2_05cv1151_781_ORDER granting 779 Motion preliminarily approving _781_0.pdf",extracted
new,1671-98,1671,98,2007-03-27,CAS,DJ,False,2,0,False,True,True,False,ClassCounsel; Communications,5,False,True,False,False,True,True,,,False,False,,1671 IN RE Reformulated Gasoline (RFG) Antitrust & Patent Litigation/US_DIS_CACD_2_05ml1671_98_ORDER GRANTING PLAINTIFFS_ MOTION FOR CLASS CERTIF_98_0.pdf,extracted
new,1695-11,1695,11,2005-10-13,CM,DJ,True,1,0,False,False,True,False,LeadCounsel,1,False,False,False,False,False,False,,"Order selects Steelworkers Pension Trust as lead plaintiff, appoints Berger & Montague as lead counsel, and declines to appoint liaison counsel.",False,False,,1695 IN RE Veeco Instruments Inc. SEC/US_DIS_NYSD_1_05md1695_11_DECISION AND ORDER SELECTING LEAD PLAINTIFF AND LE_11_0.pdf,extracted
new,1682-272,1682,272,2007-01-19,SD,DJ,False,1,0,True,True,True,False,ClassCounsel,4,False,True,False,False,True,False,,"The order certifies a direct purchaser class and appoints the four proposed attorneys as class counsel. The class-certification motion was contested, but the order states there was only a single group of attorneys seeking appointment as class counsel.",False,True,,1682 IN RE Hydrogen Peroxide Antitrust Litigation/US_DIS_PAED_2_05cv666_272_MEMORANDUM AND ORDER THAT PLAINTIFFS_ MOTION FOR C_272_0.pdf,extracted
?,,,25,2005-03-28,SD,DJ,False,1,0,True,True,True,False,LeadCounsel,4,False,True,True,True,True,False,,,False,False,,1682 IN RE Hydrogen Peroxide Antitrust Litigation/US_DIS_PAED_2_05cv666_25_ORDER THAT THE COURT APPOINTS MICHAEL HAUSFELD OF _25_0.pdf,extracted
new,1688-38,1688,38,2012-03-29,LTS,DJ,False,0,0,False,False,True,False,ClassCounsel,1,False,True,False,False,True,False,,,False,False,,"1688 IN RE Pfizer Inc. SEC, DER and ERISA/US_DIS_NYSD_1_05md1688_38_ORDER GRANTING MOTION FOR CLASS CERTIFICATION gran_38_0.pdf",extracted
new,1674-618,1674,618,2013-07-31,AJS,DJ,False,2,0,False,False,True,False,LeadCounsel; ClassCounsel,6,False,True,False,False,False,False,,,False,False,shares date+title with 1 other order(s),1674 IN RE Community Bank of Northern Virginia Mortgage Lending Practices Litigation/US_DIS_PAWD_2_03cv425_618_ORDER OF COURT granting 607 Motion to Certify Clas_618_0.pdf,extracted
new,1688-40,1688,40,2012-04-06,LTS,DJ,False,0,0,False,False,True,False,ClassCounsel,1,False,True,False,False,True,False,,,False,False,,"1688 IN RE Pfizer Inc. SEC, DER and ERISA/US_DIS_NYSD_1_05md1688_40_AMENDED ORDER GRANTING MOTION FOR CLASS CERTIFICAT_40_0.pdf",extracted
new,1658-62,1658,62,2005-05-06,SRC,DJ,True,0,0,True,True,True,False,LeadCounsel; Management; Communications,11,False,False,True,False,False,False,,Order states competing motions sought appointment of different lead derivative counsel and that some plaintiffs opposed changes to the existing leadership structure.,False,True,,"1658 IN RE Merck Co., Inc., Securities, Derivative & ERISA Litigation/US_DIS_NJD_2_05cv1151_62_ORDER finding as moot 17 Motion to Consolidate Cas_62_0.pdf",extracted
new,1699-358,1699,358,2006-06-13,CRB,DJ,False,0,0,False,False,True,False,Management,1,False,False,False,False,False,False,,Order appoints Shelly Sanford to serve as a member of the Plaintiffs' Steering Committee in place of deceased PSC member Carlene Rhodes Lewis.,False,False,,"1699 IN RE_ Bextra and Celebrex Marketing, SP & PL/US_DIS_CAND_3_05md1699_358_PRETRIAL ORDER NO. 14_ Regarding the death of PSC _358_0.pdf",extracted
new,1682-87,1682,87,2005-09-13,SD,DJ,False,3,0,True,True,True,False,LeadCounsel,3,False,True,True,True,True,False,,Order notes unanimous consent of all plaintiffs' counsel with residual-purchaser and indirect-purchaser cases pending in the district.,False,False,,1682 IN RE Hydrogen Peroxide Antitrust Litigation/US_DIS_PAED_2_05cv666_87_ORDER THAT THE RESIDUAL-PURCHASER PLFFS_ AND INDIR_87_0.pdf,extracted
new,1684-73,1684,73,2007-06-29,LDD,DJ,False,1,0,True,True,True,False,ClassCounsel,4,False,True,False,False,True,False,,,False,False,,1684 IN RE Plastics Additives Antitrust Litigation (No. II)/US_DIS_PAED_2_05md1684_73_ORDER THAT THE MOTION FOR PRELIMINARY APPROVAL OF _73_0.pdf,extracted
new,1677-24,1677,24,2005-07-01,WTM,DJ,False,3,0,True,False,True,True,Communications; LeadCounsel,3,False,False,False,False,False,True,,Order designates liaison counsel and denies pending motions for appointment of interim co-lead counsel as premature.,False,False,,1677 IN RE NovaStar Home Mortgage Inc. Mortgage Lending Practices Litigation/MDL1677 v. Novastar - Entry 24.pdf,extracted
new,1684-62,1684,62,2007-01-12,LDD,DJ,False,1,0,True,True,True,False,ClassCounsel; Settlement; SettlementAdministration,4,False,True,False,False,True,False,,Motion granted as unopposed.,False,False,,1684 IN RE Plastics Additives Antitrust Litigation (No. II)/US_DIS_PAED_2_05md1684_62_ORDER THAT THE MOTION FOR PRELIMINARY APPROVAL OF _62_0.pdf,extracted
new,1699-415,1699,415,2006-07-05,CRB,DJ,False,0,0,False,True,True,False,Management,3,False,False,False,False,False,False,,"Order appoints three additional members to the existing Plaintiffs' Steering Committee; the operative appointment sentence appears to spell Paul J. Hanly, Jr. as 'Hanley.'",False,False,,"1699 IN RE_ Bextra and Celebrex Marketing, SP & PL/US_DIS_CAND_3_05md1699_415_PRETRIAL ORDER No. 16_ Appointment of Paul J. Hanl_415_0.pdf",extracted
new,,1657,,2005-04-08,EEF,DJ,False,0,0,True,True,True,False,LeadCounsel; Management; Communications,13,False,False,True,True,False,False,,"Pretrial Order #6 appoints plaintiffs' PSC members, co-lead counsel, and a PSC Executive Committee, and sets common-benefit time and expense submission procedures.",False,True,,1657-Vioxx/vioxxpto6withA.pdf,extracted
new,1671-99,1671,99,2007-03-27,CAS,DJ,False,0,0,False,False,True,False,LeadCounsel; ClassCounsel; Communications,5,False,False,False,False,False,False,,"Order modifies paragraph 12 of the August 11, 2005 Pre-Trial Order; defendants stated they had no objection to the proposed arrangement.",False,False,,1671 IN RE Reformulated Gasoline (RFG) Antitrust & Patent Litigation/US_DIS_CACD_2_05ml1671_99_STIPULATION AND ORDER APPOINTING CLASS CO-LEAD AND_99_0.pdf,extracted
new,1699-110,1699,110,2005-12-13,CRB,DJ,False,4,0,True,True,True,True,Management; Communications; Trial,16,False,False,True,True,False,True,,,False,False,,"1699 IN RE_ Bextra and Celebrex Marketing, SP & PL/US_DIS_CAND_3_05md1699_110_PRETRIAL ORDER #2_ Initial Case Management and Org_110_0.pdf",extracted
new,1706-13,1706,13,2006-02-08,RO,DJ,True,1,0,True,True,True,False,LeadCounsel,1,False,False,False,False,True,False,,,False,False,,1706 IN RE Doral Financial Corp. SEC/US_DIS_NYSD_1_05md1706_13_MEMORANDUM AND OPINION # 92714 West Virginia Inves_13_0.pdf,extracted
new,1704-149,1704,149,2010-07-30,DPW,DJ,False,1,0,True,True,True,False,ClassCounsel,2,False,True,False,False,True,False,,"PACER header filed date used; signature block states March 30, 2011.",False,False,,"1704 IN RE_ M3Power Razor System Marketing & SP/1704, doc. 149, Order (2010-07-30).pdf",extracted
new,1712-33,1712,33,2006-02-06,MAM,DJ,False,0,0,False,False,False,True,Communications,8,False,False,False,False,False,False,,,False,False,,1712 IN RE American Investors Life Insurance Co. Annuity Marketing & SP/US_DIS_PAED_2_05md1712_33_ORDER THAT THE PARTIES SHALL INFORM THE COURT ON F_33_0.pdf,extracted
new,1708-3,1708,3,2005-12-20,DWF,DJ,False,4,0,True,True,True,True,LeadCounsel; Communications,6,False,False,,True,False,False,,,False,False,,1708 IN RE Guidant Corp. Implantable Defibrillators PL/US_DIS_MND_0_05md1708_3_PRETRIAL ORDER NO. 1 Designating lead and liaison _3_0.pdf,extracted
new,1712-54,1712,54,2006-06-12,MAM,DJ,True,2,0,True,True,True,False,LeadCounsel; Communications,4,False,False,True,True,False,False,,,False,False,,1712 IN RE American Investors Life Insurance Co. Annuity Marketing & SP/US_DIS_PAED_2_05md1712_54_ORDER THAT THE MOTION FOR ENTRY OF CASE MANAGEMENT_54_0.pdf,extracted
new,1717-51,1717,51,2006-04-18,JJF,DJ,True,2,0,True,True,True,False,ClassCounsel; Communications,5,False,True,,True,True,True,,,False,False,,1717 IN RE Intel Corp. Microprocessor Antitrust Litigation/US_DIS_DED_1_05md1717_51_MEMORANDUM ORDER that All such actions now pending_51_0.pdf,extracted
new,1712-461,1712,461,2009-12-18,MAM,DJ,False,0,0,True,True,True,False,LeadCounsel; ClassCounsel,3,False,True,False,False,True,False,,"Final settlement approval order confirms named attorneys shall continue as Co-Lead Counsel and identifies them as Co-Lead or Class Counsel. Rust Consulting, Inc. excluded as non-attorney settlement administrator.",False,False,,1712 IN RE American Investors Life Insurance Co. Annuity Marketing & SP/US_DIS_PAED_2_05md1712_461_ORDER RE_ FINAL ORDER AND JUDGMENT THAT THE SETTLE_461_0.pdf,extracted
new,1714-29,1714,29,2008-01-29,DAB,DJ,False,0,0,True,True,True,,ClassCounsel; Settlement,2,False,True,,,True,,,,False,False,,1714 IN RE Rhodia S.A. SEC/US_DIS_NYSD_1_05md1714_29_ORDER Preliminarily Approving Settlement_ Certifyi_29_0.pdf,extracted
new,1658-63,1658,63,2005-05-06,SRC,DJ,False,4,0,True,True,True,False,LeadCounsel; Discovery; Communications,15,False,False,False,True,False,False,,"The order is an initial case management order. It names/restates Securities and Derivative plaintiffs' co-lead counsel as appointed or confirmed by separate order, and directly designates ERISA plaintiffs' Lead Counsel Committee, Discovery Committee, Liaison Counsel, and interim Notification Counsel.",False,True,,"1658 IN RE Merck Co., Inc., Securities, Derivative & ERISA Litigation/US_DIS_NJD_2_05cv1151_63_PRE-TRIAL ORDER #1 mooting 22 MOTION to Consolidat_63_0.pdf",extracted
new,1715-3255,1715,3255,2009-12-08,MEA,DJ,False,0,0,True,,True,False,ClassCounsel,3,False,True,False,False,True,False,,"Order preliminarily appoints three named law firms as Lead Class Counsel. It also refers to firms listed in Exhibit 7 to the Settlement Agreement as Class Counsel, but those firms are not listed in the order text and are not extracted.",False,False,,1715 IN RE Ameriquest Mortgage Co. Mortgage Lending Practices Litigation/US_DIS_ILND_1_05cv7097_3255_ORDER OF PRELIMINARY APPROVAL OF CLASS ACTION SETT_3255_0.pdf,extracted
new,1715-284,1715,284,2006-11-07,MEA,DJ,True,4,0,True,True,True,False,LeadCounsel; Management; Communications,7,False,False,False,True,False,False,,The order describes competing plaintiffs' leadership proposals by the LRJ firms and by ECLG/Harris.,False,False,,1715 IN RE Ameriquest Mortgage Co. Mortgage Lending Practices Litigation/US_DIS_ILND_1_05cv7097_284_Enter MEMORANDUM Opinion and Order Signed by Judge_284_0.pdf,extracted
new,1725-232,1725,232,2007-09-05,GER,DJ,False,1,0,True,True,True,False,ClassCounsel,4,False,True,False,False,True,,,,False,False,,"1725 IN RE Delphi Corp. SEC, DER & ERISA/US_DIS_MIED_2_05md1725_232_ORDER of Preliminary Approval and for Notice and H_232_0.pdf",extracted
new,1712-429,1712,429,2009-07-28,MAM,DJ,False,0,0,True,False,True,False,LeadCounsel,3,False,True,False,False,False,False,,Order preliminarily approves class settlement and continues the prior appointment of three Interim Co-Lead Counsel.,False,False,,1712 IN RE American Investors Life Insurance Co. Annuity Marketing & SP/US_DIS_PAED_2_05md1712_429_FINDINGS AND ORDER PRELIMINARILY APPROVING SETTLEM_429_0.pdf,extracted
new,1725-231,1725,231,2007-09-05,GER,DJ,False,2,0,True,True,True,False,LeadCounsel; Communications; ClassCounsel; Settlement,2,False,True,False,False,True,False,Securities; Derivative; ERISA,,False,False,,"1725 IN RE Delphi Corp. SEC, DER & ERISA/US_DIS_MIED_2_05md1725_231_ORDER Preliminarily Approving Settlement, Prelimin_231_0.pdf",extracted
new,1708-11,1708,11,2006-01-06,DWF,DJ,True,0,0,True,True,True,True,LeadCounsel; Management; Communications,25,False,False,False,True,False,True,,,False,False,,1708 IN RE Guidant Corp. Implantable Defibrillators PL/US_DIS_MND_0_05md1708_11_PRETRIAL ORDER NO. 2. Signed by Judge Donovan W Fr_11_0.pdf,extracted
new,1725-176,1725,176,2006-10-17,GER,DJ,True,0,2,False,False,True,False,LeadCounsel; Communications,7,False,False,False,False,True,True,,"Order vacates the Southern District of Florida order appointing plaintiff-side co-lead counsel and liaison counsel, and ratifies the Southern District of New York order appointing plaintiff-side co-lead counsel.",False,False,,"1725 IN RE Delphi Corp. SEC, DER & ERISA/US_DIS_MIED_2_05md1725_176_OPINION and ORDER Vacating the Southern District o_176_0.pdf",extracted
new,1721-15,1721,15,2006-03-10,DJW,MJ,False,3,0,True,False,True,True,Communications,5,False,False,False,True,False,False,,"Date line states March 10, 2005, but the scheduling conference and deadlines indicate 2006.",False,False,,1721 IN RE Cessna 208 Series Aircraft PL/US_DIS_KSD_2_05md1721_15_SCHEDULING ORDER_ Fact Liability Discovery deadlin_15_0.pdf,extracted
new,1718-18,1718,18,2006-06-15,BAF,DJ,False,6,0,True,True,True,True,LeadCounsel; Management; Communications; ClassCounsel,12,False,False,True,True,False,False,,,False,False,,1718 IN RE Ford Motor Co. Speed Control Deactiviation Switch PL/US_DIS_MIED_2_05md1718_18_CASE MANAGEMENT ORDER No 1 signed by Judge Bernard_18_0.pdf,extracted
new,1741-13,1741,13,2006-04-04,RB,DJ,True,1,0,False,False,True,False,LeadCounsel,2,False,False,False,False,True,False,,,False,True,,"1741 IN RE Isolagen, Inc., SEC & DER/US_DIS_PAED_2_06md1741_13_MEMORANDUM AND ORDER THAT THE INVESTMENT FUND GROU_13_0.pdf",extracted
