Corpus,Unified_Attorney_ID,Unified_Firm_ID,Appointment_ID,Order_No,Last Name,First Name,Appoint,Remove,Interim,Appointment Types,Plaintiff/Defendant,Appointee Type,Firm,First_Last_Calculated,MDL_No,MDL Type,Possible_Duplicate_Appointment,Provenance
new,A0453,F0018,1657-351-9,1657-351,Witkin,Justin,True,False,False,Coordination,,Individual,"Aylstock, Witkin & Sasser, PLC",Justin Witkin,1657,,,extracted
new,,F0173,1657-351-F1,1657-351,,,True,False,False,Coordination,,Firm,"Barrios, Kingsdorf & Casteix, LLP","Barrios, Kingsdorf & Casteix, LLP",1657,,,extracted
new,,F0187,1657-351-F2,1657-351,,,True,False,False,Coordination,,Firm,Branch Law Firm,Branch Law Firm,1657,,,extracted
new,,F0122,1657-351-F3,1657-351,,,True,False,False,Coordination,,Firm,Burg Simpson Eldredge Hersh & Jardine,Burg Simpson Eldredge Hersh & Jardine,1657,,,extracted
new,,F0123,1657-351-F4,1657-351,,,True,False,False,Coordination,,Firm,Girardi and Keese,Girardi and Keese,1657,,,extracted
new,,F0446,1657-351-F5,1657-351,,,True,False,False,Coordination,,Firm,"Hill Toriseva & Williams, PLLC","Hill Toriseva & Williams, PLLC",1657,,,extracted
new,,F0030,1657-351-F6,1657-351,,,True,False,False,Coordination,,Firm,The Lanier Law Firm,The Lanier Law Firm,1657,,,extracted
new,,F0247,1657-351-F7,1657-351,,,True,False,False,Coordination,,Firm,Singleton Law Firm,Singleton Law Firm,1657,,,extracted
new,,F0051,1657-351-F8,1657-351,,,True,False,False,Coordination,,Firm,"Anapol, Schwartz, Weiss, Cohan, Feldman and Smalley, P.C.","Anapol, Schwartz, Weiss, Cohan, Feldman and Smalley, P.C.",1657,,,extracted
new,,F0018,1657-351-F9,1657-351,,,True,False,False,Coordination,,Firm,"Aylstock, Witkin & Sasser, PLC","Aylstock, Witkin & Sasser, PLC",1657,,,extracted
new,A0028,F0052,1657-13007-1,1657-13007,Herman,Russ,True,False,False,Fees,Plaintiff,Individual,"HERMAN, HERMAN, KATZ & COTLAR, L.L.P.",Russ Herman,1657,,,extracted
new,A0144,F0023,1657-13007-2,1657-13007,Birchfield,Andy,True,False,False,Fees,Plaintiff,Individual,"BEASLEY, ALLEN, CROW, METHVIN, PORTIS & MILES, P.C.",Andy Birchfield,1657,,,extracted
new,A0001,F0009,1657-13007-3,1657-13007,Seeger,Christopher,True,False,False,Fees,Plaintiff,Individual,SEEGER WEISS,Christopher Seeger,1657,,,extracted
new,A0242,F0222,1657-13007-4,1657-13007,Blizzard,Edward,True,False,False,Fees,Plaintiff,Individual,"BLIZZARD, MCCARTHY & NABERS, L.L.P.",Edward Blizzard,1657,,,extracted
new,A0074,F0123,1657-13007-5,1657-13007,Girardi,Thomas,True,False,False,Fees,Plaintiff,Individual,GIRARDI & KEESE,Thomas Girardi,1657,,,extracted
new,A0006,F0030,1657-13007-6,1657-13007,Lanier,W.,True,False,False,Fees,Plaintiff,Individual,THE LANIER LAW FIRM,W. Lanier,1657,,,extracted
new,A0025,F0002,1657-13007-7,1657-13007,Levin,Arnold,True,False,False,Fees,Plaintiff,Individual,"LEVIN, FISHBEIN, SEDRAN & BERMAN",Arnold Levin,1657,,,extracted
new,A0058,F0002,1657-13007-8,1657-13007,Rafferty,Troy,True,False,False,Fees,Plaintiff,Individual,"LEVIN, PAPANTONIO, THOMAS, MITCHELL, ECHSNER & PROCTOR, PA",Troy Rafferty,1657,,,extracted
new,A0581,F0046,1657-13007-9,1657-13007,Weitz,Perry,True,False,False,Fees,Plaintiff,Individual,WEITZ & LUXENBERG,Perry Weitz,1657,,,extracted
new,,F0052,1657-13007-F1,1657-13007,,,True,False,False,Fees,Plaintiff,Firm,"HERMAN, HERMAN, KATZ & COTLAR, L.L.P.","HERMAN, HERMAN, KATZ & COTLAR, L.L.P.",1657,,,extracted
new,,F0023,1657-13007-F2,1657-13007,,,True,False,False,Fees,Plaintiff,Firm,"BEASLEY, ALLEN, CROW, METHVIN, PORTIS & MILES, P.C.","BEASLEY, ALLEN, CROW, METHVIN, PORTIS & MILES, P.C.",1657,,,extracted
new,,F0009,1657-13007-F3,1657-13007,,,True,False,False,Fees,Plaintiff,Firm,SEEGER WEISS,SEEGER WEISS,1657,,,extracted
new,,F0222,1657-13007-F4,1657-13007,,,True,False,False,Fees,Plaintiff,Firm,"BLIZZARD, MCCARTHY & NABERS, L.L.P.","BLIZZARD, MCCARTHY & NABERS, L.L.P.",1657,,,extracted
new,,F0123,1657-13007-F5,1657-13007,,,True,False,False,Fees,Plaintiff,Firm,GIRARDI & KEESE,GIRARDI & KEESE,1657,,,extracted
new,,F0030,1657-13007-F6,1657-13007,,,True,False,False,Fees,Plaintiff,Firm,THE LANIER LAW FIRM,THE LANIER LAW FIRM,1657,,,extracted
new,,F0002,1657-13007-F7,1657-13007,,,True,False,False,Fees,Plaintiff,Firm,"LEVIN, FISHBEIN, SEDRAN & BERMAN","LEVIN, FISHBEIN, SEDRAN & BERMAN",1657,,,extracted
new,,F0002,1657-13007-F8,1657-13007,,,True,False,False,Fees,Plaintiff,Firm,"LEVIN, PAPANTONIO, THOMAS, MITCHELL, ECHSNER & PROCTOR, PA","LEVIN, PAPANTONIO, THOMAS, MITCHELL, ECHSNER & PROCTOR, PA",1657,,,extracted
new,,F0046,1657-13007-F9,1657-13007,,,True,False,False,Fees,Plaintiff,Firm,WEITZ & LUXENBERG,WEITZ & LUXENBERG,1657,,,extracted
new,A1010,,1657-24522-1,1657-24522,Stratton,Michael,True,False,False,Communications,,Individual,,Michael Stratton,1657,,"same appointee+role+side on 2009-09-30 across 2 orders: 1657-24216, 1657-24522",extracted
new,A0028,,1657-17-1,1657-17,Herman,Russ,True,False,False,Communications,Plaintiff,Individual,,Russ Herman,1657,,,extracted
new,A1011,,1657-20888-1,1657-20888,Foster,Shawn,True,False,False,Management,Plaintiff,Individual,,Shawn Foster,1657,,,extracted
new,A1012,,1657-20888-2,1657-20888,Oldfather,Ann,True,False,False,Management; LeadCounsel,Plaintiff,Individual,,Ann Oldfather,1657,,,extracted
new,A0028,F0052,1657-65267-1,1657-65267,Herman,Russ,True,False,False,Fees,Plaintiff,Individual,"Herman, Herman & Katz, LLC",Russ Herman,1657,,,extracted
new,A0174,F0052,1657-65267-2,1657-65267,Davis,Leonard,True,False,False,Fees,Plaintiff,Individual,"Herman, Herman & Katz, LLC",Leonard Davis,1657,,,extracted
new,A0013,,1657-65267-3,1657-65267,Barrios,Dawn,True,False,False,Fees,Plaintiff,Individual,,Dawn Barrios,1657,,,extracted
new,A0003,,1657-65267-4,1657-65267,Cabraser,Elizabeth,True,False,False,Fees,Plaintiff,Individual,,Elizabeth Cabraser,1657,,,extracted
new,A1013,,1657-65267-5,1657-65267,Getty,Richard,True,False,False,Fees,Plaintiff,Individual,,Richard Getty,1657,,,extracted
new,A1014,,1657-65267-6,1657-65267,Lyle,James,True,False,False,Fees,Plaintiff,Individual,,James Lyle,1657,,,extracted
new,,F0052,1657-65267-F1,1657-65267,,,True,False,False,Fees,Plaintiff,Firm,"Herman, Herman & Katz, LLC","Herman, Herman & Katz, LLC",1657,,,extracted
new,A1647,,1657-61974-1,1657-61974,Calogero,Pascal,True,False,False,Communications,Plaintiff,Individual,,Pascal Calogero,1657,,,extracted
new,A1648,,1657-61974-2,1657-61974,Arceneaux,Robert,True,False,False,LeadCounsel,Plaintiff,Individual,,Robert Arceneaux,1657,,,extracted
new,A1649,,1657-61974-3,1657-61974,Woodward,Margaret,True,False,False,LeadCounsel,Plaintiff,Individual,,Margaret Woodward,1657,,,extracted
new,A0028,,1657-61974-4,1657-61974,Herman,Russ,True,False,False,Communications,Plaintiff,Individual,,Russ Herman,1657,,,extracted
new,A0144,,1657-61974-5,1657-61974,Birchfield,Andy,True,False,False,LeadCounsel,Plaintiff,Individual,,Andy Birchfield,1657,,,extracted
new,A0001,,1657-61974-6,1657-61974,Seeger,Chris,True,False,False,LeadCounsel,Plaintiff,Individual,,Chris Seeger,1657,,,extracted
new,A0011,F0109,1657-18856-1,1657-18856,Dugan,James,True,False,False,Bellwether; Trial,Plaintiff,Individual,MURRAY LAW FIRM,James Dugan,1657,,,extracted
new,A0014,F0001,1657-18856-2,1657-18856,Sobol,Thomas,True,False,False,Bellwether; Trial,Plaintiff,Individual,HAGENS BERMAN SOBOL SHAPIRO LLP,Thomas Sobol,1657,,,extracted
new,A0003,F0005,1657-18856-3,1657-18856,Cabraser,Elizabeth,True,False,False,Bellwether; Trial,Plaintiff,Individual,"LIEFF CABRASER HEIMANN & BERNSTEIN, LLP",Elizabeth Cabraser,1657,,,extracted
new,A0740,F0155,1657-18856-4,1657-18856,Freese,Richard,True,False,False,Bellwether; Trial,Plaintiff,Individual,"FREESE & GOSS, PLLC",Richard Freese,1657,,,extracted
new,A1015,F0664,1657-18856-5,1657-18856,Sadin,Art,True,False,False,Bellwether; Trial,Plaintiff,Individual,"SADIN LAW FIRM, P.C.",Art Sadin,1657,,,extracted
new,A1016,F0532,1657-18856-6,1657-18856,Riley,William,True,False,False,Bellwether; Trial,Plaintiff,Individual,"PRICE WAICUKAUSKI & RILEY, LLC",William Riley,1657,,,extracted
new,A0582,F0665,1657-18856-7,1657-18856,Thompson,Jason,True,False,False,Bellwether; Trial,Plaintiff,Individual,SOMMERS SCHWARTZ,Jason Thompson,1657,,,extracted
new,A0583,F0248,1657-18856-8,1657-18856,Meriwether,Ellen,True,False,False,Bellwether; Trial,Plaintiff,Individual,CAFFERTY FAUCHER LLP,Ellen Meriwether,1657,,,extracted
new,A1017,F0011,1657-18856-9,1657-18856,McDonald,Christopher,True,False,False,Bellwether; Trial,Plaintiff,Individual,LABATON SUCHAROW LLP,Christopher McDonald,1657,,,extracted
new,A1018,F0666,1657-18856-10,1657-18856,Young,Eric,True,False,False,Bellwether; Trial,Plaintiff,Individual,KENNEY EGAN MCCAFFERTY & YOUNG,Eric Young,1657,,,extracted
new,A1019,F0667,1657-18856-11,1657-18856,Yung,Andrew,True,False,False,Bellwether; Trial,Plaintiff,Individual,SCOTT YUNG LLP,Andrew Yung,1657,,,extracted
new,A1020,F0668,1657-18856-12,1657-18856,Ivey,Garve,True,False,False,Bellwether; Trial,Plaintiff,Individual,THE IVEY LAW FIRM,Garve Ivey,1657,,,extracted
new,A0243,F0316,1657-18856-13,1657-18856,Bossier,Sheila,True,False,False,Bellwether; Trial,Plaintiff,Individual,"BOSSIER & ASSOCIATES, PLLC",Sheila Bossier,1657,,,extracted
new,A0741,F0669,1657-18856-14,1657-18856,West,Kimberly,True,False,False,Bellwether; Trial,Plaintiff,Individual,"WALLACE, JORDAN, RATLIFF & BRANDT, LLC",Kimberly West,1657,,,extracted
new,A1021,F0670,1657-18856-15,1657-18856,Slate,Pamela,True,False,False,Bellwether; Trial,Plaintiff,Individual,"SLATE KENNEDY, LLC",Pamela Slate,1657,,,extracted
new,A0013,F0173,1657-18856-16,1657-18856,Barrios,Dawn,True,False,False,Bellwether; Trial,Plaintiff,Individual,"BARRIOS, KINGSDORF & CASTIEX, LLP",Dawn Barrios,1657,,,extracted
new,,F0109,1657-18856-F1,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,MURRAY LAW FIRM,MURRAY LAW FIRM,1657,,,extracted
new,,F0001,1657-18856-F2,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,HAGENS BERMAN SOBOL SHAPIRO LLP,HAGENS BERMAN SOBOL SHAPIRO LLP,1657,,,extracted
new,,F0005,1657-18856-F3,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,"LIEFF CABRASER HEIMANN & BERNSTEIN, LLP","LIEFF CABRASER HEIMANN & BERNSTEIN, LLP",1657,,,extracted
new,,F0155,1657-18856-F4,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,"FREESE & GOSS, PLLC","FREESE & GOSS, PLLC",1657,,,extracted
new,,F0664,1657-18856-F5,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,"SADIN LAW FIRM, P.C.","SADIN LAW FIRM, P.C.",1657,,,extracted
new,,F0532,1657-18856-F6,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,"PRICE WAICUKAUSKI & RILEY, LLC","PRICE WAICUKAUSKI & RILEY, LLC",1657,,,extracted
new,,F0665,1657-18856-F7,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,SOMMERS SCHWARTZ,SOMMERS SCHWARTZ,1657,,,extracted
new,,F0248,1657-18856-F8,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,CAFFERTY FAUCHER LLP,CAFFERTY FAUCHER LLP,1657,,,extracted
new,,F0011,1657-18856-F9,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,LABATON SUCHAROW LLP,LABATON SUCHAROW LLP,1657,,,extracted
new,,F0666,1657-18856-F10,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,KENNEY EGAN MCCAFFERTY & YOUNG,KENNEY EGAN MCCAFFERTY & YOUNG,1657,,,extracted
new,,F0667,1657-18856-F11,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,SCOTT YUNG LLP,SCOTT YUNG LLP,1657,,,extracted
new,,F0668,1657-18856-F12,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,THE IVEY LAW FIRM,THE IVEY LAW FIRM,1657,,,extracted
new,,F0316,1657-18856-F13,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,"BOSSIER & ASSOCIATES, PLLC","BOSSIER & ASSOCIATES, PLLC",1657,,,extracted
new,,F0669,1657-18856-F14,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,"WALLACE, JORDAN, RATLIFF & BRANDT, LLC","WALLACE, JORDAN, RATLIFF & BRANDT, LLC",1657,,,extracted
new,,F0670,1657-18856-F15,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,"SLATE KENNEDY, LLC","SLATE KENNEDY, LLC",1657,,,extracted
new,,F0173,1657-18856-F16,1657-18856,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,"BARRIOS, KINGSDORF & CASTIEX, LLP","BARRIOS, KINGSDORF & CASTIEX, LLP",1657,,,extracted
new,A1650,F0946,1657-13365-1,1657-13365,Johnston,Robert,True,False,False,ProSe,Plaintiff,Individual,"Johnston, Hoefer, Holwadel & Eldridge",Robert Johnston,1657,,,extracted
new,,F0946,1657-13365-F1,1657-13365,,,True,False,False,ProSe,Plaintiff,Firm,"Johnston, Hoefer, Holwadel & Eldridge","Johnston, Hoefer, Holwadel & Eldridge",1657,,,extracted
new,A0352,,?-1,,Sanford,Shelly,True,False,False,Management,Plaintiff,Individual,,Shelly Sanford,1657,,,extracted
new,A1022,F0053,1657-246-1,1657-246,Marvin,Douglas,True,False,False,LeadCounsel; Management,Defendant,Individual,"Williams & Connolly, LLP",Douglas Marvin,1657,,,extracted
new,A1023,F0671,1657-246-2,1657-246,Mayer,Theodore,True,False,False,Management,Defendant,Individual,Hughes Hubbard & Reed LLP,Theodore Mayer,1657,,,extracted
new,A0454,,1657-246-3,1657-246,Beisner,John,True,False,False,Management,Defendant,Individual,O’Melveny & Meyers LLP,John Beisner,1657,,,extracted
new,A0742,F0533,1657-246-4,1657-246,Stanley,Richard,True,False,False,Management,Defendant,Individual,"Stanley, Flanagan & Reuter, LLC",Richard Stanley,1657,,,extracted
new,A1024,F0447,1657-246-5,1657-246,DiLeo,Anthony,True,False,False,Management,Defendant,Individual,Stone Pigman Walther Wittmann LLC,Anthony DiLeo,1657,,,extracted
new,A0284,,1657-246-6,1657-246,Wittmann,Phil,True,False,False,Communications; Management,Defendant,Individual,,Phil Wittmann,1657,,,extracted
new,,F0053,1657-246-F1,1657-246,,,True,False,False,LeadCounsel; Management,Defendant,Firm,"Williams & Connolly, LLP","Williams & Connolly, LLP",1657,,,extracted
new,,F0671,1657-246-F2,1657-246,,,True,False,False,Management,Defendant,Firm,Hughes Hubbard & Reed LLP,Hughes Hubbard & Reed LLP,1657,,,extracted
new,,,1657-246-F3,1657-246,,,True,False,False,Management,Defendant,Firm,O’Melveny & Meyers LLP,O’Melveny & Meyers LLP,1657,,,extracted
new,,F0533,1657-246-F4,1657-246,,,True,False,False,Management,Defendant,Firm,"Stanley, Flanagan & Reuter, LLC","Stanley, Flanagan & Reuter, LLC",1657,,,extracted
new,,F0447,1657-246-F5,1657-246,,,True,False,False,Management,Defendant,Firm,Stone Pigman Walther Wittmann LLC,Stone Pigman Walther Wittmann LLC,1657,,,extracted
new,A1009,F0663,1657-21427-1,1657-21427,Davis,Grant,True,False,False,Management,Plaintiff,Individual,"DAVIS, BETHUNE & JONES, LLC",Grant Davis,1657,,"same appointee+role+side on 2010-01-08 across 2 orders: 1657-21427, 1657-31448",extracted
new,A0173,F0027,1657-21427-2,1657-21427,Preuss,Thomas,True,False,False,Management,Plaintiff,Individual,WAGSTAFF & CARTMELL LLP,Thomas Preuss,1657,,"same appointee+role+side on 2010-01-08 across 2 orders: 1657-21427, 1657-31448",extracted
new,,F0663,1657-21427-F1,1657-21427,,,True,False,False,Management,Plaintiff,Firm,"DAVIS, BETHUNE & JONES, LLC","DAVIS, BETHUNE & JONES, LLC",1657,,"same appointee+role+side on 2010-01-08 across 2 orders: 1657-21427, 1657-31448",extracted
new,,F0027,1657-21427-F2,1657-21427,,,True,False,False,Management,Plaintiff,Firm,WAGSTAFF & CARTMELL LLP,WAGSTAFF & CARTMELL LLP,1657,,"same appointee+role+side on 2010-01-08 across 2 orders: 1657-21427, 1657-31448",extracted
new,A1011,,?-1,,Foster,Shawn,True,False,False,Management,Plaintiff,Individual,,Shawn Foster,1657,,,extracted
new,A1012,,?-2,,Oldfather,Ann,True,False,False,Management; LeadCounsel,Plaintiff,Individual,,Ann Oldfather,1657,,,extracted
new,A1652,F0006,1656-107-1,1656-107,Sommers,Daniel,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Individual,"Cohen, Milstein, Hausfeld & Toll, P.L.L.C.",Daniel Sommers,1656,,,extracted
new,A1025,F0006,1656-107-2,1656-107,Kaplan,Matthew,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Individual,"Cohen, Milstein, Hausfeld & Toll, P.L.L.C.",Matthew Kaplan,1656,,,extracted
new,A1653,F0078,1656-107-3,1656-107,Yarnoff,Michael,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Individual,"Schiffrin Barroway Topaz & Kessler, LLP",Michael Yarnoff,1656,,,extracted
new,A1654,F0078,1656-107-4,1656-107,Enck,Jennifer,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Individual,"Schiffrin Barroway Topaz & Kessler, LLP",Jennifer Enck,1656,,,extracted
new,,F0006,1656-107-F1,1656-107,,,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Firm,"Cohen, Milstein, Hausfeld & Toll, P.L.L.C.","Cohen, Milstein, Hausfeld & Toll, P.L.L.C.",1656,,,extracted
new,,F0078,1656-107-F2,1656-107,,,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Firm,"Schiffrin Barroway Topaz & Kessler, LLP","Schiffrin Barroway Topaz & Kessler, LLP",1656,,,extracted
new,A0011,F0109,?-1,,Dugan,James,True,False,False,Bellwether; Trial,Plaintiff,Individual,MURRAY LAW FIRM,James Dugan,1657,,,extracted
new,A0014,F0001,?-2,,Sobol,Thomas,True,False,False,Bellwether; Trial,Plaintiff,Individual,HAGENS BERMAN SOBOL SHAPIRO LLP,Thomas Sobol,1657,,,extracted
new,A0003,F0005,?-3,,Cabraser,Elizabeth,True,False,False,Bellwether; Trial,Plaintiff,Individual,"LIEFF CABRASER HEIMANN & BERNSTEIN, LLP",Elizabeth Cabraser,1657,,,extracted
new,A0740,F0155,?-4,,Freese,Richard,True,False,False,Bellwether; Trial,Plaintiff,Individual,"FREESE & GOSS, PLLC",Richard Freese,1657,,,extracted
new,A1015,F0664,?-5,,Sadin,Art,True,False,False,Bellwether; Trial,Plaintiff,Individual,"SADIN LAW FIRM, P.C.",Art Sadin,1657,,,extracted
new,A1016,F0532,?-6,,Riley,William,True,False,False,Bellwether; Trial,Plaintiff,Individual,"PRICE WAICUKAUSKI & RILEY, LLC",William Riley,1657,,,extracted
new,A0582,F0665,?-7,,Thompson,Jason,True,False,False,Bellwether; Trial,Plaintiff,Individual,SOMMERS SCHWARTZ,Jason Thompson,1657,,,extracted
new,A0583,F0248,?-8,,Meriwether,Ellen,True,False,False,Bellwether; Trial,Plaintiff,Individual,CAFFERTY FAUCHER LLP,Ellen Meriwether,1657,,,extracted
new,A1017,F0011,?-9,,McDonald,Christopher,True,False,False,Bellwether; Trial,Plaintiff,Individual,LABATON SUCHAROW LLP,Christopher McDonald,1657,,,extracted
new,A1018,F0666,?-10,,Young,Eric,True,False,False,Bellwether; Trial,Plaintiff,Individual,KENNEY EGAN MCCAFFERTY & YOUNG,Eric Young,1657,,,extracted
new,A1019,F0667,?-11,,Yung,Andrew,True,False,False,Bellwether; Trial,Plaintiff,Individual,SCOTT YUNG LLP,Andrew Yung,1657,,,extracted
new,A1020,F0668,?-12,,Ivey,Garve,True,False,False,Bellwether; Trial,Plaintiff,Individual,THE IVEY LAW FIRM,Garve Ivey,1657,,,extracted
new,A0243,F0316,?-13,,Bossier,Sheila,True,False,False,Bellwether; Trial,Plaintiff,Individual,"BOSSIER & ASSOCIATES, PLLC",Sheila Bossier,1657,,,extracted
new,A0741,F0669,?-14,,West,Kimberly,True,False,False,Bellwether; Trial,Plaintiff,Individual,"WALLACE, JORDAN, RATLIFF & BRANDT, LLC",Kimberly West,1657,,,extracted
new,A1021,F0670,?-15,,Slate,Pamela,True,False,False,Bellwether; Trial,Plaintiff,Individual,"SLATE KENNEDY, LLC",Pamela Slate,1657,,,extracted
new,A0013,F0173,?-16,,Barrios,Dawn,True,False,False,Bellwether; Trial,Plaintiff,Individual,"BARRIOS, KINGSDORF & CASTIEX, LLP",Dawn Barrios,1657,,,extracted
new,,F0109,?-F1,,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,MURRAY LAW FIRM,MURRAY LAW FIRM,1657,,,extracted
new,,F0001,?-F2,,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,HAGENS BERMAN SOBOL SHAPIRO LLP,HAGENS BERMAN SOBOL SHAPIRO LLP,1657,,,extracted
new,,F0005,?-F3,,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,"LIEFF CABRASER HEIMANN & BERNSTEIN, LLP","LIEFF CABRASER HEIMANN & BERNSTEIN, LLP",1657,,,extracted
new,,F0155,?-F4,,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,"FREESE & GOSS, PLLC","FREESE & GOSS, PLLC",1657,,,extracted
new,,F0664,?-F5,,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,"SADIN LAW FIRM, P.C.","SADIN LAW FIRM, P.C.",1657,,,extracted
new,,F0532,?-F6,,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,"PRICE WAICUKAUSKI & RILEY, LLC","PRICE WAICUKAUSKI & RILEY, LLC",1657,,,extracted
new,,F0665,?-F7,,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,SOMMERS SCHWARTZ,SOMMERS SCHWARTZ,1657,,,extracted
new,,F0248,?-F8,,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,CAFFERTY FAUCHER LLP,CAFFERTY FAUCHER LLP,1657,,,extracted
new,,F0011,?-F9,,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,LABATON SUCHAROW LLP,LABATON SUCHAROW LLP,1657,,,extracted
new,,F0666,?-F10,,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,KENNEY EGAN MCCAFFERTY & YOUNG,KENNEY EGAN MCCAFFERTY & YOUNG,1657,,,extracted
new,,F0667,?-F11,,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,SCOTT YUNG LLP,SCOTT YUNG LLP,1657,,,extracted
new,,F0668,?-F12,,,,True,False,False,Bellwether; Trial,Plaintiff,Firm,THE IVEY LAW FIRM,THE IVEY LAW FIRM,1657,,,extracted
